Sector,Size,code,variable,value
Accommodation and food service activities,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,11.42778593271464
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,16.86270997241084
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,23.32801574839055
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,38.34755586324478
Information and communication,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,10.81665065356825
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,34.61825936879938
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,37.32347996592477
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,11.39079076978772
Real estate activities,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,4.589288371589469
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,12.91327302606168
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,15.58082900148777
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,18.21601483135685
"Professional, scientific and technical activities",LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,7.102291223491713
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,14.56539097280147
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,16.1799231224773
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,9.621242582809735
Administrative and support service activities,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,24.25992401369199
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,32.88177296793937
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,33.25950128247337
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,29.30834024168732
Education,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,10.84020179283854
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,17.18348575982081
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,39.82035833281434
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,28.20785321318873
Human health and social work activities,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,18.52130784589929
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,26.51266843199089
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,23.70063277192012
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,27.09981821688013
"Arts, entertainment and recreation",LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,9.377880933766066
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,20.12200605522852
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,41.00533354801296
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,39.25386473828196
Other services activities,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,70.74141800588981
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,35.54365919701444
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,40.06271866602308
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,37.37597181701107
ALL,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,19.7108203996468
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,27.32672734684329
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,31.94804892521253
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,24.9034886121312
,LARGE,Short-Term Trade and Other Liabilities to Total Liabilities,2012,19.7108203996468
,MEDIUM,Short-Term Trade and Other Liabilities to Total Liabilities,2012,27.32672734684329
,SMALL,Short-Term Trade and Other Liabilities to Total Liabilities,2012,31.94804892521253
,MICRO,Short-Term Trade and Other Liabilities to Total Liabilities,2012,24.9034886121312
,TOTAL,Short-Term Liabilities to Total Liabilities,2012,42.72080165793367
"Agriculture, forestry and fishing",TOTAL,Short-Term Liabilities to Total Liabilities,2012,43.46175542241898
Mining and quarrying,TOTAL,Short-Term Liabilities to Total Liabilities,2012,30.3380213015158
Manufacturing,TOTAL,Short-Term Liabilities to Total Liabilities,2012,43.90521785171576
"Electricity, gas, steam and air conditioning supply",TOTAL,Short-Term Liabilities to Total Liabilities,2012,31.73857103966579
Water supply; sewerage; waste management and remediation activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,37.23602761944331
Construction,TOTAL,Short-Term Liabilities to Total Liabilities,2012,56.7129690266857
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Short-Term Liabilities to Total Liabilities,2012,56.94938748984506
Transporting and storage,TOTAL,Short-Term Liabilities to Total Liabilities,2012,33.22508189887651
Accommodation and food service activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,32.3309581379894
Information and communication,TOTAL,Short-Term Liabilities to Total Liabilities,2012,23.35143999217045
Real estate activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,22.78583723652742
"Professional, scientific and technical activities",TOTAL,Short-Term Liabilities to Total Liabilities,2012,17.34401336260624
Administrative and support service activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,47.48263370616499
Education,TOTAL,Short-Term Liabilities to Total Liabilities,2012,51.91894187345007
Human health and social work activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,36.27636184363818
"Arts, entertainment and recreation",TOTAL,Short-Term Liabilities to Total Liabilities,2012,42.98490714519297
Other services activities,TOTAL,Short-Term Liabilities to Total Liabilities,2012,57.14966624892634
"Agriculture, forestry and fishing",LARGE,Short-Term Liabilities to Total Liabilities,2012,36.65826472615237
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,45.07741947405577
,SMALL,Short-Term Liabilities to Total Liabilities,2012,51.26204605452026
,MICRO,Short-Term Liabilities to Total Liabilities,2012,41.29595924231506
Mining and quarrying,LARGE,Short-Term Liabilities to Total Liabilities,2012,22.06828055981218
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,52.63663673345974
,SMALL,Short-Term Liabilities to Total Liabilities,2012,38.63819813128555
,MICRO,Short-Term Liabilities to Total Liabilities,2012,45.04741272720825
Manufacturing,LARGE,Short-Term Liabilities to Total Liabilities,2012,40.36364300874118
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,50.87203549402724
,SMALL,Short-Term Liabilities to Total Liabilities,2012,53.95795489794268
,MICRO,Short-Term Liabilities to Total Liabilities,2012,44.83147051358776
"Electricity, gas, steam and air conditioning supply",LARGE,Short-Term Liabilities to Total Liabilities,2012,36.87154219458028
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,20.2608465333417
,SMALL,Short-Term Liabilities to Total Liabilities,2012,17.60412399016091
,MICRO,Short-Term Liabilities to Total Liabilities,2012,21.3422437253073
Water supply; sewerage; waste management and remediation activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,27.70106808870316
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,50.39293873763284
,SMALL,Short-Term Liabilities to Total Liabilities,2012,47.99828116234264
,MICRO,Short-Term Liabilities to Total Liabilities,2012,55.44976216152281
Construction,LARGE,Short-Term Liabilities to Total Liabilities,2012,54.93390491420995
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,66.6384932119153
,SMALL,Short-Term Liabilities to Total Liabilities,2012,59.38960049022195
,MICRO,Short-Term Liabilities to Total Liabilities,2012,46.03025284185875
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Short-Term Liabilities to Total Liabilities,2012,54.66949100833619
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,60.42974130529402
,SMALL,Short-Term Liabilities to Total Liabilities,2012,60.66379391815925
,MICRO,Short-Term Liabilities to Total Liabilities,2012,53.09050618854155
Transporting and storage,LARGE,Short-Term Liabilities to Total Liabilities,2012,28.74835013024232
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,39.63705003057427
,SMALL,Short-Term Liabilities to Total Liabilities,2012,46.49163266134703
,MICRO,Short-Term Liabilities to Total Liabilities,2012,37.70775011407109
Accommodation and food service activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,24.84309659522529
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,31.20932220741355
,SMALL,Short-Term Liabilities to Total Liabilities,2012,35.25254733680148
,MICRO,Short-Term Liabilities to Total Liabilities,2012,50.09015019887937
Information and communication,LARGE,Short-Term Liabilities to Total Liabilities,2012,18.69702986347826
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,51.82024482701443
,SMALL,Short-Term Liabilities to Total Liabilities,2012,55.68091350289923
,MICRO,Short-Term Liabilities to Total Liabilities,2012,26.06728249807824
Real estate activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,18.44279454955898
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,24.72921297814348
,SMALL,Short-Term Liabilities to Total Liabilities,2012,29.63198659984916
,MICRO,Short-Term Liabilities to Total Liabilities,2012,23.67325222373842
"Professional, scientific and technical activities",LARGE,Short-Term Liabilities to Total Liabilities,2012,15.66386288468535
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,21.22099928988053
,SMALL,Short-Term Liabilities to Total Liabilities,2012,22.04792111372956
,MICRO,Short-Term Liabilities to Total Liabilities,2012,15.04156466064022
Administrative and support service activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,48.56599341288207
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,53.34404030752161
,SMALL,Short-Term Liabilities to Total Liabilities,2012,51.93090708512924
,MICRO,Short-Term Liabilities to Total Liabilities,2012,38.59789289408854
Education,LARGE,Short-Term Liabilities to Total Liabilities,2012,53.24835044314352
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,46.26536752363337
,SMALL,Short-Term Liabilities to Total Liabilities,2012,66.79551181682297
,MICRO,Short-Term Liabilities to Total Liabilities,2012,45.19034820610915
Human health and social work activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,32.43083949309782
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,42.53692508142191
,SMALL,Short-Term Liabilities to Total Liabilities,2012,37.22211601662005
,MICRO,Short-Term Liabilities to Total Liabilities,2012,37.95243387730462
"Arts, entertainment and recreation",LARGE,Short-Term Liabilities to Total Liabilities,2012,24.56076878612037
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,36.3086449842346
,SMALL,Short-Term Liabilities to Total Liabilities,2012,62.50940150318489
,MICRO,Short-Term Liabilities to Total Liabilities,2012,53.81052626485978
Other services activities,LARGE,Short-Term Liabilities to Total Liabilities,2012,102.4904635835676
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,50.12160237068687
,SMALL,Short-Term Liabilities to Total Liabilities,2012,59.52035817518434
,MICRO,Short-Term Liabilities to Total Liabilities,2012,50.74149249381291
ALL,LARGE,Short-Term Liabilities to Total Liabilities,2012,39.57911090427974
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,50.68096870286931
,SMALL,Short-Term Liabilities to Total Liabilities,2012,49.81664021803064
,MICRO,Short-Term Liabilities to Total Liabilities,2012,36.70188756192883
,LARGE,Short-Term Liabilities to Total Liabilities,2012,39.57911090427974
,MEDIUM,Short-Term Liabilities to Total Liabilities,2012,50.68096870286931
,SMALL,Short-Term Liabilities to Total Liabilities,2012,49.81664021803064
,MICRO,Short-Term Liabilities to Total Liabilities,2012,36.70188756192883
,TOTAL,Shareholders Equity to Total Liabilities,2012,40.67426566645319
"Agriculture, forestry and fishing",TOTAL,Shareholders Equity to Total Liabilities,2012,41.08981182731618
Mining and quarrying,TOTAL,Shareholders Equity to Total Liabilities,2012,55.4042277144818
Manufacturing,TOTAL,Shareholders Equity to Total Liabilities,2012,41.18024070649868
"Electricity, gas, steam and air conditioning supply",TOTAL,Shareholders Equity to Total Liabilities,2012,41.30967220066971
Water supply; sewerage; waste management and remediation activities,TOTAL,Shareholders Equity to Total Liabilities,2012,51.65557200008727
Construction,TOTAL,Shareholders Equity to Total Liabilities,2012,25.02300109133229
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Shareholders Equity to Total Liabilities,2012,31.96784079936218
Transporting and storage,TOTAL,Shareholders Equity to Total Liabilities,2012,41.82305742345205
Accommodation and food service activities,TOTAL,Shareholders Equity to Total Liabilities,2012,40.59803899034819
Information and communication,TOTAL,Shareholders Equity to Total Liabilities,2012,53.75279871124857
Real estate activities,TOTAL,Shareholders Equity to Total Liabilities,2012,47.56571606348481
"Professional, scientific and technical activities",TOTAL,Shareholders Equity to Total Liabilities,2012,71.82976713016039
Administrative and support service activities,TOTAL,Shareholders Equity to Total Liabilities,2012,32.67621079592971
Education,TOTAL,Shareholders Equity to Total Liabilities,2012,36.94023369643462
Human health and social work activities,TOTAL,Shareholders Equity to Total Liabilities,2012,42.4586539014218
"Arts, entertainment and recreation",TOTAL,Shareholders Equity to Total Liabilities,2012,32.74841323829899
Other services activities,TOTAL,Shareholders Equity to Total Liabilities,2012,29.94580673496577
"Agriculture, forestry and fishing",LARGE,Shareholders Equity to Total Liabilities,2012,55.03611105462682
,MEDIUM,Shareholders Equity to Total Liabilities,2012,37.88157890436387
,SMALL,Shareholders Equity to Total Liabilities,2012,30.7314292642491
,MICRO,Shareholders Equity to Total Liabilities,2012,39.23769508001372
Mining and quarrying,LARGE,Shareholders Equity to Total Liabilities,2012,63.36720456687829
,MEDIUM,Shareholders Equity to Total Liabilities,2012,30.02622540311132
,SMALL,Shareholders Equity to Total Liabilities,2012,50.46947781710773
,MICRO,Shareholders Equity to Total Liabilities,2012,45.92788604376237
Manufacturing,LARGE,Shareholders Equity to Total Liabilities,2012,43.0936318726047
,MEDIUM,Shareholders Equity to Total Liabilities,2012,36.78099100464375
,SMALL,Shareholders Equity to Total Liabilities,2012,35.90616690067954
,MICRO,Shareholders Equity to Total Liabilities,2012,42.04453071083628
"Electricity, gas, steam and air conditioning supply",LARGE,Shareholders Equity to Total Liabilities,2012,41.57249372011451
,MEDIUM,Shareholders Equity to Total Liabilities,2012,46.7186701833189
,SMALL,Shareholders Equity to Total Liabilities,2012,38.14910695885393
,MICRO,Shareholders Equity to Total Liabilities,2012,34.89271254722054
Water supply; sewerage; waste management and remediation activities,LARGE,Shareholders Equity to Total Liabilities,2012,64.34673699698126
,MEDIUM,Shareholders Equity to Total Liabilities,2012,30.01304261482839
,SMALL,Shareholders Equity to Total Liabilities,2012,41.88875528712112
,MICRO,Shareholders Equity to Total Liabilities,2012,36.42477266259075
Construction,LARGE,Shareholders Equity to Total Liabilities,2012,25.45631601504122
,MEDIUM,Shareholders Equity to Total Liabilities,2012,20.35215658007289
,SMALL,Shareholders Equity to Total Liabilities,2012,22.66898980948038
,MICRO,Shareholders Equity to Total Liabilities,2012,31.96027279990082
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Shareholders Equity to Total Liabilities,2012,31.68455891525068
,MEDIUM,Shareholders Equity to Total Liabilities,2012,29.78461945452807
,SMALL,Shareholders Equity to Total Liabilities,2012,31.23419505550391
,MICRO,Shareholders Equity to Total Liabilities,2012,37.63544790881158
Transporting and storage,LARGE,Shareholders Equity to Total Liabilities,2012,43.90129688651177
,MEDIUM,Shareholders Equity to Total Liabilities,2012,35.16551313851167
,SMALL,Shareholders Equity to Total Liabilities,2012,32.54112131136385
,MICRO,Shareholders Equity to Total Liabilities,2012,47.75032170132866
Accommodation and food service activities,LARGE,Shareholders Equity to Total Liabilities,2012,44.01112564487526
,MEDIUM,Shareholders Equity to Total Liabilities,2012,37.28764693400057
,SMALL,Shareholders Equity to Total Liabilities,2012,44.26898465004018
,MICRO,Shareholders Equity to Total Liabilities,2012,33.04846652570168
Information and communication,LARGE,Shareholders Equity to Total Liabilities,2012,67.34400765866025
,MEDIUM,Shareholders Equity to Total Liabilities,2012,31.02956390428119
,SMALL,Shareholders Equity to Total Liabilities,2012,37.5831514395857
,MICRO,Shareholders Equity to Total Liabilities,2012,20.31110385825227
Real estate activities,LARGE,Shareholders Equity to Total Liabilities,2012,41.25239114545724
,MEDIUM,Shareholders Equity to Total Liabilities,2012,38.11370440783789
,SMALL,Shareholders Equity to Total Liabilities,2012,44.13365145882225
,MICRO,Shareholders Equity to Total Liabilities,2012,63.86494930688864
"Professional, scientific and technical activities",LARGE,Shareholders Equity to Total Liabilities,2012,72.02876369177008
,MEDIUM,Shareholders Equity to Total Liabilities,2012,69.85748558183732
,SMALL,Shareholders Equity to Total Liabilities,2012,66.45812587739228
,MICRO,Shareholders Equity to Total Liabilities,2012,75.2358005094922
Administrative and support service activities,LARGE,Shareholders Equity to Total Liabilities,2012,27.00961669211912
,MEDIUM,Shareholders Equity to Total Liabilities,2012,27.13062901039052
,SMALL,Shareholders Equity to Total Liabilities,2012,33.38367577685673
,MICRO,Shareholders Equity to Total Liabilities,2012,45.45655782060399
Education,LARGE,Shareholders Equity to Total Liabilities,2012,36.10666674387107
,MEDIUM,Shareholders Equity to Total Liabilities,2012,41.57573688755281
,SMALL,Shareholders Equity to Total Liabilities,2012,22.3332904055881
,MICRO,Shareholders Equity to Total Liabilities,2012,44.90317055652653
Human health and social work activities,LARGE,Shareholders Equity to Total Liabilities,2012,39.54556177488704
,MEDIUM,Shareholders Equity to Total Liabilities,2012,35.27081578162029
,SMALL,Shareholders Equity to Total Liabilities,2012,50.18499181172918
,MICRO,Shareholders Equity to Total Liabilities,2012,55.11548297908486
"Arts, entertainment and recreation",LARGE,Shareholders Equity to Total Liabilities,2012,58.33887388881589
,MEDIUM,Shareholders Equity to Total Liabilities,2012,37.4162812134097
,SMALL,Shareholders Equity to Total Liabilities,2012,6.47536082076692
,MICRO,Shareholders Equity to Total Liabilities,2012,26.86741437383615
Other services activities,LARGE,Shareholders Equity to Total Liabilities,2012,-8.148229718469961
,MEDIUM,Shareholders Equity to Total Liabilities,2012,30.2285209095842
,SMALL,Shareholders Equity to Total Liabilities,2012,27.13350724987563
,MICRO,Shareholders Equity to Total Liabilities,2012,37.35033974341252
ALL,LARGE,Shareholders Equity to Total Liabilities,2012,42.61240727043105
,MEDIUM,Shareholders Equity to Total Liabilities,2012,34.42123222695185
,SMALL,Shareholders Equity to Total Liabilities,2012,36.23539226010029
,MICRO,Shareholders Equity to Total Liabilities,2012,46.08665280690848
,LARGE,Shareholders Equity to Total Liabilities,2012,42.61240727043105
,MEDIUM,Shareholders Equity to Total Liabilities,2012,34.42123222695185
,SMALL,Shareholders Equity to Total Liabilities,2012,36.23539226010029
,MICRO,Shareholders Equity to Total Liabilities,2012,46.0866528069085
ALL,TOTAL,Export to Net Sales,2013,15.61764344173541
"Agriculture, forestry and fishing",TOTAL,Export to Net Sales,2013,11.4492381812094
Mining and quarrying,TOTAL,Export to Net Sales,2013,17.76094224533774
Manufacturing,TOTAL,Export to Net Sales,2013,25.16298051253965
"Electricity, gas, steam and air conditioning supply",TOTAL,Export to Net Sales,2013,0.6429771825549524
Water supply; sewerage; waste management and remediation activities,TOTAL,Export to Net Sales,2013,1.850850205073881
Construction,TOTAL,Export to Net Sales,2013,6.64496456981136
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Export to Net Sales,2013,12.08336115749604
Transporting and storage,TOTAL,Export to Net Sales,2013,30.74717646804597
Accommodation and food service activities,TOTAL,Export to Net Sales,2013,3.483904795455025
Information and communication,TOTAL,Export to Net Sales,2013,5.308450229513102
Real estate activities,TOTAL,Export to Net Sales,2013,2.068639361841965
"Professional, scientific and technical activities",TOTAL,Export to Net Sales,2013,6.3713311571002
Administrative and support service activities,TOTAL,Export to Net Sales,2013,15.74570874317826
Education,TOTAL,Export to Net Sales,2013,1.41824037174367
Human health and social work activities,TOTAL,Export to Net Sales,2013,0.7148890942280312
"Arts, entertainment and recreation",TOTAL,Export to Net Sales,2013,2.579402233808956
Other services activities,TOTAL,Export to Net Sales,2013,5.363514544962453
"Agriculture, forestry and fishing",LARGE,Export to Net Sales,2013,36.54797534986555
,MEDIUM,Export to Net Sales,2013,8.368565828913042
,SMALL,Export to Net Sales,2013,3.664928784381194
,MICRO,Export to Net Sales,2013,2.289121000030271
Mining and quarrying,LARGE,Export to Net Sales,2013,20.45630910526132
,MEDIUM,Export to Net Sales,2013,15.22321778763238
,SMALL,Export to Net Sales,2013,9.170679067084887
,MICRO,Export to Net Sales,2013,7.723304318371506
Manufacturing,LARGE,Export to Net Sales,2013,29.69444204163452
,MEDIUM,Export to Net Sales,2013,19.15060978253478
,SMALL,Export to Net Sales,2013,11.98533819529606
,MICRO,Export to Net Sales,2013,7.475785197638785
"Electricity, gas, steam and air conditioning supply",LARGE,Export to Net Sales,2013,0.6510234643789449
,MEDIUM,Export to Net Sales,2013,0.1970111784688768
,SMALL,Export to Net Sales,2013,0.9415329022676376
,MICRO,Export to Net Sales,2013,6.50753734786035
Water supply; sewerage; waste management and remediation activities,LARGE,Export to Net Sales,2013,0.4651867328785916
,MEDIUM,Export to Net Sales,2013,2.450171024567087
,SMALL,Export to Net Sales,2013,4.208028323646727
,MICRO,Export to Net Sales,2013,8.050681979318961
Construction,LARGE,Export to Net Sales,2013,10.08720303634166
,MEDIUM,Export to Net Sales,2013,5.943967705416267
,SMALL,Export to Net Sales,2013,3.994433353628525
,MICRO,Export to Net Sales,2013,5.288029002200545
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Export to Net Sales,2013,13.66666359679936
,MEDIUM,Export to Net Sales,2013,12.00282925672789
,SMALL,Export to Net Sales,2013,9.5522102400738
,MICRO,Export to Net Sales,2013,9.398733016422431
Transporting and storage,LARGE,Export to Net Sales,2013,32.0794901409211
,MEDIUM,Export to Net Sales,2013,30.93728876435897
,SMALL,Export to Net Sales,2013,30.68208644521866
,MICRO,Export to Net Sales,2013,15.62805901070759
Accommodation and food service activities,LARGE,Export to Net Sales,2013,5.229485309072487
,MEDIUM,Export to Net Sales,2013,3.161919162103161
,SMALL,Export to Net Sales,2013,1.281164657193798
,MICRO,Export to Net Sales,2013,1.648651876791202
Information and communication,LARGE,Export to Net Sales,2013,4.845484680459389
,MEDIUM,Export to Net Sales,2013,7.997736038983564
,SMALL,Export to Net Sales,2013,5.398940546390734
,MICRO,Export to Net Sales,2013,5.026249767569993
Real estate activities,LARGE,Export to Net Sales,2013,1.321592967499686
,MEDIUM,Export to Net Sales,2013,2.307118356649281
,SMALL,Export to Net Sales,2013,2.70271187189842
,MICRO,Export to Net Sales,2013,2.17802449870268
"Professional, scientific and technical activities",LARGE,Export to Net Sales,2013,3.942496394327633
,MEDIUM,Export to Net Sales,2013,9.216397373534466
,SMALL,Export to Net Sales,2013,6.999333975695225
,MICRO,Export to Net Sales,2013,6.141272494729117
Administrative and support service activities,LARGE,Export to Net Sales,2013,12.8845443412703
,MEDIUM,Export to Net Sales,2013,15.06215877603048
,SMALL,Export to Net Sales,2013,22.2617513410403
,MICRO,Export to Net Sales,2013,19.47562883021469
Education,LARGE,Export to Net Sales,2013,0.7342350278303456
,MEDIUM,Export to Net Sales,2013,1.659118223732438
,SMALL,Export to Net Sales,2013,1.592814865221506
,MICRO,Export to Net Sales,2013,3.161444717280163
Human health and social work activities,LARGE,Export to Net Sales,2013,0.1275527477468469
,MEDIUM,Export to Net Sales,2013,1.166668938979992
,SMALL,Export to Net Sales,2013,1.413697468657219
,MICRO,Export to Net Sales,2013,1.166616000746909
"Arts, entertainment and recreation",LARGE,Export to Net Sales,2013,1.274961691502274
,MEDIUM,Export to Net Sales,2013,3.302873454470576
,SMALL,Export to Net Sales,2013,2.884295890635852
,MICRO,Export to Net Sales,2013,1.61004069814779
Other services activities,LARGE,Export to Net Sales,2013,3.672041902661219
,MEDIUM,Export to Net Sales,2013,3.2771039812398
,SMALL,Export to Net Sales,2013,2.422349855307109
,MICRO,Export to Net Sales,2013,10.99636088459665
ALL,LARGE,Export to Net Sales,2013,18.69275585549216
,MEDIUM,Export to Net Sales,2013,13.63850835097967
,SMALL,Export to Net Sales,2013,10.33116796768537
,MICRO,Export to Net Sales,2013,8.776707120415976
,LARGE,Export to Net Sales,2013,18.69275585549216
,MEDIUM,Export to Net Sales,2013,13.63850835097966
,SMALL,Export to Net Sales,2013,10.33116796768536
,MICRO,Export to Net Sales,2013,8.776707120415976
,TOTAL,Operational Profit to Net Sales,2013,4.305048445180544
"Agriculture, forestry and fishing",TOTAL,Operational Profit to Net Sales,2013,3.449143022926476
Mining and quarrying,TOTAL,Operational Profit to Net Sales,2013,17.11132637312814
Manufacturing,TOTAL,Operational Profit to Net Sales,2013,6.324635178876719
"Electricity, gas, steam and air conditioning supply",TOTAL,Operational Profit to Net Sales,2013,4.153583951069709
Water supply; sewerage; waste management and remediation activities,TOTAL,Operational Profit to Net Sales,2013,4.078400939890775
Construction,TOTAL,Operational Profit to Net Sales,2013,5.467639317466094
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Operational Profit to Net Sales,2013,2.420649335756563
Transporting and storage,TOTAL,Operational Profit to Net Sales,2013,2.287892804855682
Accommodation and food service activities,TOTAL,Operational Profit to Net Sales,2013,4.769320026751977
Information and communication,TOTAL,Operational Profit to Net Sales,2013,8.815228552204228
Real estate activities,TOTAL,Operational Profit to Net Sales,2013,20.45071008493013
"Professional, scientific and technical activities",TOTAL,Operational Profit to Net Sales,2013,7.221437695647436
Administrative and support service activities,TOTAL,Operational Profit to Net Sales,2013,2.795537870578635
Education,TOTAL,Operational Profit to Net Sales,2013,2.01521452425924
Human health and social work activities,TOTAL,Operational Profit to Net Sales,2013,7.632340343643236
"Arts, entertainment and recreation",TOTAL,Operational Profit to Net Sales,2013,-2.292056965322091
Other services activities,TOTAL,Operational Profit to Net Sales,2013,0.5129800488442857
"Agriculture, forestry and fishing",LARGE,Operational Profit to Net Sales,2013,10.06877155979702
,MEDIUM,Operational Profit to Net Sales,2013,4.142938900168387
,SMALL,Operational Profit to Net Sales,2013,1.559059534995156
,MICRO,Operational Profit to Net Sales,2013,-3.598939101903004
Mining and quarrying,LARGE,Operational Profit to Net Sales,2013,23.31840415973701
,MEDIUM,Operational Profit to Net Sales,2013,8.274520930695333
,SMALL,Operational Profit to Net Sales,2013,3.621187350186768
,MICRO,Operational Profit to Net Sales,2013,-20.32336530016927
Manufacturing,LARGE,Operational Profit to Net Sales,2013,6.984858481214427
,MEDIUM,Operational Profit to Net Sales,2013,5.714508111612551
,SMALL,Operational Profit to Net Sales,2013,4.494743287668114
,MICRO,Operational Profit to Net Sales,2013,0.672693051401018
"Electricity, gas, steam and air conditioning supply",LARGE,Operational Profit to Net Sales,2013,4.50274547516693
,MEDIUM,Operational Profit to Net Sales,2013,3.240037548973018
,SMALL,Operational Profit to Net Sales,2013,-6.866332869446988
,MICRO,Operational Profit to Net Sales,2013,-205.8404679809406
Water supply; sewerage; waste management and remediation activities,LARGE,Operational Profit to Net Sales,2013,5.503574701048096
,MEDIUM,Operational Profit to Net Sales,2013,3.578617283212313
,SMALL,Operational Profit to Net Sales,2013,2.097714060165359
,MICRO,Operational Profit to Net Sales,2013,-5.951126414066069
Construction,LARGE,Operational Profit to Net Sales,2013,9.2774051814142
,MEDIUM,Operational Profit to Net Sales,2013,4.734503188611606
,SMALL,Operational Profit to Net Sales,2013,4.352987625342441
,MICRO,Operational Profit to Net Sales,2013,-2.206556465252723
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Operational Profit to Net Sales,2013,2.514895193835202
,MEDIUM,Operational Profit to Net Sales,2013,2.810231994346919
,SMALL,Operational Profit to Net Sales,2013,2.326244835854876
,MICRO,Operational Profit to Net Sales,2013,0.2501261336671444
Transporting and storage,LARGE,Operational Profit to Net Sales,2013,2.403291913948979
,MEDIUM,Operational Profit to Net Sales,2013,3.396992887857522
,SMALL,Operational Profit to Net Sales,2013,1.865531933817311
